Datetime (CET+1/CEST +2),Datetime (UTC),Elia Grid Load [MW]
19/09/2022 11:30:00,19/09/2022 09:30:00,"6917,371"
19/09/2022 11:45:00,19/09/2022 09:45:00,"6790,784"
19/09/2022 12:00:00,19/09/2022 10:00:00,"6745,734"
19/09/2022 12:15:00,19/09/2022 10:15:00,"6657,983"
19/09/2022 12:30:00,19/09/2022 10:30:00,"6570,195"
19/09/2022 12:45:00,19/09/2022 10:45:00,"6659,160"
19/09/2022 13:00:00,19/09/2022 11:00:00,"6437,424"
19/09/2022 13:15:00,19/09/2022 11:15:00,"6227,597"
19/09/2022 13:30:00,19/09/2022 11:30:00,"6219,914"
19/09/2022 13:45:00,19/09/2022 11:45:00,"6167,899"
19/09/2022 14:00:00,19/09/2022 12:00:00,"6071,219"
19/09/2022 14:15:00,19/09/2022 12:15:00,"6133,510"
19/09/2022 14:30:00,19/09/2022 12:30:00,"6090,644"
19/09/2022 14:45:00,19/09/2022 12:45:00,"6043,976"
19/09/2022 15:00:00,19/09/2022 13:00:00,"6037,602"
19/09/2022 15:15:00,19/09/2022 13:15:00,"5827,553"
19/09/2022 15:30:00,19/09/2022 13:30:00,"5795,521"
19/09/2022 15:45:00,19/09/2022 13:45:00,"5874,075"
19/09/2022 16:00:00,19/09/2022 14:00:00,"5949,089"
19/09/2022 16:15:00,19/09/2022 14:15:00,"5954,788"
19/09/2022 16:30:00,19/09/2022 14:30:00,"6147,587"
19/09/2022 16:45:00,19/09/2022 14:45:00,"6339,710"
19/09/2022 17:00:00,19/09/2022 15:00:00,"6512,590"
19/09/2022 17:15:00,19/09/2022 15:15:00,"6740,459"
19/09/2022 17:30:00,19/09/2022 15:30:00,"7117,668"
19/09/2022 17:45:00,19/09/2022 15:45:00,"7507,725"
19/09/2022 18:00:00,19/09/2022 16:00:00,"7656,058"
19/09/2022 18:15:00,19/09/2022 16:15:00,"7810,997"
19/09/2022 18:30:00,19/09/2022 16:30:00,"8108,352"
19/09/2022 18:45:00,19/09/2022 16:45:00,"8315,527"
19/09/2022 19:00:00,19/09/2022 17:00:00,"8447,040"
19/09/2022 19:15:00,19/09/2022 17:15:00,"8555,720"
19/09/2022 19:30:00,19/09/2022 17:30:00,"8505,500"
19/09/2022 19:45:00,19/09/2022 17:45:00,"8568,397"
19/09/2022 20:00:00,19/09/2022 18:00:00,"8751,645"
19/09/2022 20:15:00,19/09/2022 18:15:00,"8668,721"
19/09/2022 20:30:00,19/09/2022 18:30:00,"8594,822"
19/09/2022 20:45:00,19/09/2022 18:45:00,"8528,945"
19/09/2022 21:00:00,19/09/2022 19:00:00,"8426,890"
19/09/2022 21:15:00,19/09/2022 19:15:00,"8358,649"
19/09/2022 21:30:00,19/09/2022 19:30:00,"8205,934"
19/09/2022 21:45:00,19/09/2022 19:45:00,"8077,922"
19/09/2022 22:00:00,19/09/2022 20:00:00,"8054,654"
19/09/2022 22:15:00,19/09/2022 20:15:00,"7909,879"
19/09/2022 22:30:00,19/09/2022 20:30:00,"8017,475"
19/09/2022 22:45:00,19/09/2022 20:45:00,"8042,049"
19/09/2022 23:00:00,19/09/2022 21:00:00,"7900,600"
19/09/2022 23:15:00,19/09/2022 21:15:00,"7670,078"
19/09/2022 23:30:00,19/09/2022 21:30:00,"7552,678"
19/09/2022 23:45:00,19/09/2022 21:45:00,"7396,835"
20/09/2022 00:00:00,19/09/2022 22:00:00,"7342,592"
20/09/2022 00:15:00,19/09/2022 22:15:00,"7242,280"
20/09/2022 00:30:00,19/09/2022 22:30:00,"7207,557"
20/09/2022 00:45:00,19/09/2022 22:45:00,"7177,211"
20/09/2022 01:00:00,19/09/2022 23:00:00,"7145,738"
20/09/2022 01:15:00,19/09/2022 23:15:00,"7118,827"
20/09/2022 01:30:00,19/09/2022 23:30:00,"6993,536"
20/09/2022 01:45:00,19/09/2022 23:45:00,"6976,630"
20/09/2022 02:00:00,20/09/2022 00:00:00,"6977,334"
20/09/2022 02:15:00,20/09/2022 00:15:00,"6929,365"
20/09/2022 02:30:00,20/09/2022 00:30:00,"6835,475"
20/09/2022 02:45:00,20/09/2022 00:45:00,"6909,365"
20/09/2022 03:00:00,20/09/2022 01:00:00,"6888,189"
20/09/2022 03:15:00,20/09/2022 01:15:00,"6929,780"
20/09/2022 03:30:00,20/09/2022 01:30:00,"6850,114"
20/09/2022 03:45:00,20/09/2022 01:45:00,"6840,141"
20/09/2022 04:00:00,20/09/2022 02:00:00,"6890,788"
20/09/2022 04:15:00,20/09/2022 02:15:00,"6815,346"
20/09/2022 04:30:00,20/09/2022 02:30:00,"6822,040"
20/09/2022 04:45:00,20/09/2022 02:45:00,"6886,975"
20/09/2022 05:00:00,20/09/2022 03:00:00,"7114,661"
20/09/2022 05:15:00,20/09/2022 03:15:00,"7214,663"
20/09/2022 05:30:00,20/09/2022 03:30:00,"7287,165"
20/09/2022 05:45:00,20/09/2022 03:45:00,"7337,164"
20/09/2022 06:00:00,20/09/2022 04:00:00,"7728,036"
20/09/2022 06:15:00,20/09/2022 04:15:00,"7885,029"
20/09/2022 06:30:00,20/09/2022 04:30:00,"8237,090"
20/09/2022 06:45:00,20/09/2022 04:45:00,"8435,465"
20/09/2022 07:00:00,20/09/2022 05:00:00,"8697,874"
20/09/2022 07:15:00,20/09/2022 05:15:00,"8709,296"
20/09/2022 07:30:00,20/09/2022 05:30:00,"8758,119"
20/09/2022 07:45:00,20/09/2022 05:45:00,"8531,641"
20/09/2022 08:00:00,20/09/2022 06:00:00,"8875,407"
20/09/2022 08:15:00,20/09/2022 06:15:00,"8714,306"
20/09/2022 08:30:00,20/09/2022 06:30:00,"8698,511"
20/09/2022 08:45:00,20/09/2022 06:45:00,"8623,028"
20/09/2022 09:00:00,20/09/2022 07:00:00,"8637,630"
20/09/2022 09:15:00,20/09/2022 07:15:00,"8583,563"
20/09/2022 09:30:00,20/09/2022 07:30:00,"8383,732"
20/09/2022 09:45:00,20/09/2022 07:45:00,"8284,866"
20/09/2022 10:00:00,20/09/2022 08:00:00,"8190,643"
20/09/2022 10:15:00,20/09/2022 08:15:00,"8064,318"
20/09/2022 10:30:00,20/09/2022 08:30:00,"7877,668"
20/09/2022 10:45:00,20/09/2022 08:45:00,"7837,719"
20/09/2022 11:00:00,20/09/2022 09:00:00,"7787,263"
20/09/2022 11:15:00,20/09/2022 09:15:00,"7716,036"
20/09/2022 11:30:00,20/09/2022 09:30:00,"7711,353"
20/09/2022 11:45:00,20/09/2022 09:45:00,"7788,543"
20/09/2022 12:00:00,20/09/2022 10:00:00,"7663,826"
20/09/2022 12:15:00,20/09/2022 10:15:00,"7418,490"
20/09/2022 12:30:00,20/09/2022 10:30:00,"7337,464"
20/09/2022 12:45:00,20/09/2022 10:45:00,"7397,318"
20/09/2022 13:00:00,20/09/2022 11:00:00,"7487,193"
20/09/2022 13:15:00,20/09/2022 11:15:00,"7488,710"
20/09/2022 13:30:00,20/09/2022 11:30:00,"7509,661"
20/09/2022 13:45:00,20/09/2022 11:45:00,"7533,365"
20/09/2022 14:00:00,20/09/2022 12:00:00,"7662,109"
20/09/2022 14:15:00,20/09/2022 12:15:00,"7679,112"
20/09/2022 14:30:00,20/09/2022 12:30:00,"7777,401"
20/09/2022 14:45:00,20/09/2022 12:45:00,"7789,208"
20/09/2022 15:00:00,20/09/2022 13:00:00,"7854,152"
20/09/2022 15:15:00,20/09/2022 13:15:00,"7911,113"
20/09/2022 15:30:00,20/09/2022 13:30:00,"7697,128"
20/09/2022 15:45:00,20/09/2022 13:45:00,"7637,767"
20/09/2022 16:00:00,20/09/2022 14:00:00,"7715,500"
20/09/2022 16:15:00,20/09/2022 14:15:00,"7761,909"
20/09/2022 16:30:00,20/09/2022 14:30:00,"7983,338"
20/09/2022 16:45:00,20/09/2022 14:45:00,"8160,400"
20/09/2022 17:00:00,20/09/2022 15:00:00,"8186,884"
20/09/2022 17:15:00,20/09/2022 15:15:00,"8394,160"
20/09/2022 17:30:00,20/09/2022 15:30:00,"8524,701"
20/09/2022 17:45:00,20/09/2022 15:45:00,"8678,602"
20/09/2022 18:00:00,20/09/2022 16:00:00,"8630,684"
20/09/2022 18:15:00,20/09/2022 16:15:00,"8839,386"
20/09/2022 18:30:00,20/09/2022 16:30:00,"8948,553"
20/09/2022 18:45:00,20/09/2022 16:45:00,"8985,891"
20/09/2022 19:00:00,20/09/2022 17:00:00,"8997,714"
20/09/2022 19:15:00,20/09/2022 17:15:00,"8987,393"
20/09/2022 19:30:00,20/09/2022 17:30:00,"8933,817"
20/09/2022 19:45:00,20/09/2022 17:45:00,"8962,573"
20/09/2022 20:00:00,20/09/2022 18:00:00,"9069,053"
20/09/2022 20:15:00,20/09/2022 18:15:00,"8957,378"
20/09/2022 20:30:00,20/09/2022 18:30:00,"8909,836"
20/09/2022 20:45:00,20/09/2022 18:45:00,"8853,302"
20/09/2022 21:00:00,20/09/2022 19:00:00,"8613,432"
20/09/2022 21:15:00,20/09/2022 19:15:00,"8480,402"
20/09/2022 21:30:00,20/09/2022 19:30:00,"8346,963"
20/09/2022 21:45:00,20/09/2022 19:45:00,"8271,346"
20/09/2022 22:00:00,20/09/2022 20:00:00,"8238,782"
20/09/2022 22:15:00,20/09/2022 20:15:00,"8277,327"
20/09/2022 22:30:00,20/09/2022 20:30:00,"8327,703"
20/09/2022 22:45:00,20/09/2022 20:45:00,"8264,308"
20/09/2022 23:00:00,20/09/2022 21:00:00,"8215,703"
20/09/2022 23:15:00,20/09/2022 21:15:00,"8083,103"
20/09/2022 23:30:00,20/09/2022 21:30:00,"7870,561"
20/09/2022 23:45:00,20/09/2022 21:45:00,"7812,453"
21/09/2022 00:00:00,20/09/2022 22:00:00,"7711,268"
21/09/2022 00:15:00,20/09/2022 22:15:00,"7549,082"
21/09/2022 00:30:00,20/09/2022 22:30:00,"7372,866"
21/09/2022 00:45:00,20/09/2022 22:45:00,"7325,299"
21/09/2022 01:00:00,20/09/2022 23:00:00,"7336,383"
21/09/2022 01:15:00,20/09/2022 23:15:00,"7162,376"
21/09/2022 01:30:00,20/09/2022 23:30:00,"7074,354"
21/09/2022 01:45:00,20/09/2022 23:45:00,"7086,699"
21/09/2022 02:00:00,21/09/2022 00:00:00,"6972,651"
21/09/2022 02:15:00,21/09/2022 00:15:00,"6975,977"
21/09/2022 02:30:00,21/09/2022 00:30:00,"6848,311"
21/09/2022 02:45:00,21/09/2022 00:45:00,"6966,882"
21/09/2022 03:00:00,21/09/2022 01:00:00,"6902,804"
21/09/2022 03:15:00,21/09/2022 01:15:00,"7029,894"
21/09/2022 03:30:00,21/09/2022 01:30:00,"6923,775"
21/09/2022 03:45:00,21/09/2022 01:45:00,"6935,124"
21/09/2022 04:00:00,21/09/2022 02:00:00,"6952,204"
21/09/2022 04:15:00,21/09/2022 02:15:00,"6958,333"
21/09/2022 04:30:00,21/09/2022 02:30:00,"7053,715"
21/09/2022 04:45:00,21/09/2022 02:45:00,"7162,377"
21/09/2022 05:00:00,21/09/2022 03:00:00,"7340,516"
21/09/2022 05:15:00,21/09/2022 03:15:00,"7332,159"
21/09/2022 05:30:00,21/09/2022 03:30:00,"7338,859"
21/09/2022 05:45:00,21/09/2022 03:45:00,"7433,742"
21/09/2022 06:00:00,21/09/2022 04:00:00,"7702,438"
21/09/2022 06:15:00,21/09/2022 04:15:00,"7920,526"
21/09/2022 06:30:00,21/09/2022 04:30:00,"8230,870"
21/09/2022 06:45:00,21/09/2022 04:45:00,"8551,063"
21/09/2022 07:00:00,21/09/2022 05:00:00,"8551,451"
21/09/2022 07:15:00,21/09/2022 05:15:00,"8548,898"
21/09/2022 07:30:00,21/09/2022 05:30:00,"8616,307"
21/09/2022 07:45:00,21/09/2022 05:45:00,"8699,901"
21/09/2022 08:00:00,21/09/2022 06:00:00,"8620,834"
21/09/2022 08:15:00,21/09/2022 06:15:00,"8516,222"
21/09/2022 08:30:00,21/09/2022 06:30:00,"8379,421"
21/09/2022 08:45:00,21/09/2022 06:45:00,"8320,817"
21/09/2022 09:00:00,21/09/2022 07:00:00,"8202,674"
21/09/2022 09:15:00,21/09/2022 07:15:00,"8002,543"
21/09/2022 09:30:00,21/09/2022 07:30:00,"7745,435"
21/09/2022 09:45:00,21/09/2022 07:45:00,"7460,807"
21/09/2022 10:00:00,21/09/2022 08:00:00,"7178,825"
21/09/2022 10:15:00,21/09/2022 08:15:00,"6944,416"
21/09/2022 10:30:00,21/09/2022 08:30:00,"6698,508"
21/09/2022 10:45:00,21/09/2022 08:45:00,"6480,793"
21/09/2022 11:00:00,21/09/2022 09:00:00,"6235,864"
21/09/2022 11:15:00,21/09/2022 09:15:00,"6164,078"
21/09/2022 11:30:00,21/09/2022 09:30:00,"6121,171"
21/09/2022 11:45:00,21/09/2022 09:45:00,"6026,471"
21/09/2022 12:00:00,21/09/2022 10:00:00,"5975,880"
21/09/2022 12:15:00,21/09/2022 10:15:00,"5943,033"
21/09/2022 12:30:00,21/09/2022 10:30:00,"6154,169"
21/09/2022 12:45:00,21/09/2022 10:45:00,"6266,776"
21/09/2022 13:00:00,21/09/2022 11:00:00,"6404,904"
21/09/2022 13:15:00,21/09/2022 11:15:00,"6355,455"
21/09/2022 13:30:00,21/09/2022 11:30:00,"6298,180"
21/09/2022 13:45:00,21/09/2022 11:45:00,"6252,615"
21/09/2022 14:00:00,21/09/2022 12:00:00,"6294,210"
21/09/2022 14:15:00,21/09/2022 12:15:00,"6235,800"
21/09/2022 14:30:00,21/09/2022 12:30:00,"6248,382"
21/09/2022 14:45:00,21/09/2022 12:45:00,"6340,651"
21/09/2022 15:00:00,21/09/2022 13:00:00,"6345,110"
21/09/2022 15:15:00,21/09/2022 13:15:00,"6303,761"
21/09/2022 15:30:00,21/09/2022 13:30:00,"6377,790"
21/09/2022 15:45:00,21/09/2022 13:45:00,"6488,459"
21/09/2022 16:00:00,21/09/2022 14:00:00,"6521,518"
21/09/2022 16:15:00,21/09/2022 14:15:00,"6664,383"
21/09/2022 16:30:00,21/09/2022 14:30:00,"6800,154"
21/09/2022 16:45:00,21/09/2022 14:45:00,"7021,974"
21/09/2022 17:00:00,21/09/2022 15:00:00,"7183,588"
21/09/2022 17:15:00,21/09/2022 15:15:00,"7419,625"
21/09/2022 17:30:00,21/09/2022 15:30:00,"7717,368"
21/09/2022 17:45:00,21/09/2022 15:45:00,"7931,711"
21/09/2022 18:00:00,21/09/2022 16:00:00,"8077,845"
21/09/2022 18:15:00,21/09/2022 16:15:00,"8300,019"
21/09/2022 18:30:00,21/09/2022 16:30:00,"8493,146"
21/09/2022 18:45:00,21/09/2022 16:45:00,"8656,195"
21/09/2022 19:00:00,21/09/2022 17:00:00,"8675,730"
21/09/2022 19:15:00,21/09/2022 17:15:00,"8658,380"
21/09/2022 19:30:00,21/09/2022 17:30:00,"8653,585"
21/09/2022 19:45:00,21/09/2022 17:45:00,"8728,636"
21/09/2022 20:00:00,21/09/2022 18:00:00,"8905,232"
21/09/2022 20:15:00,21/09/2022 18:15:00,"8810,579"
21/09/2022 20:30:00,21/09/2022 18:30:00,"8706,619"
21/09/2022 20:45:00,21/09/2022 18:45:00,"8662,778"
21/09/2022 21:00:00,21/09/2022 19:00:00,"8489,963"
21/09/2022 21:15:00,21/09/2022 19:15:00,"8376,576"
21/09/2022 21:30:00,21/09/2022 19:30:00,"8347,462"
21/09/2022 21:45:00,21/09/2022 19:45:00,"8157,392"
21/09/2022 22:00:00,21/09/2022 20:00:00,"8251,684"
21/09/2022 22:15:00,21/09/2022 20:15:00,"8172,917"
21/09/2022 22:30:00,21/09/2022 20:30:00,"8081,618"
21/09/2022 22:45:00,21/09/2022 20:45:00,"8020,275"
21/09/2022 23:00:00,21/09/2022 21:00:00,"7980,865"
21/09/2022 23:15:00,21/09/2022 21:15:00,"7858,776"
21/09/2022 23:30:00,21/09/2022 21:30:00,"7745,477"
21/09/2022 23:45:00,21/09/2022 21:45:00,"7721,882"
22/09/2022 00:00:00,21/09/2022 22:00:00,"7586,969"
22/09/2022 00:15:00,21/09/2022 22:15:00,"7436,515"
22/09/2022 00:30:00,21/09/2022 22:30:00,"7334,415"
22/09/2022 00:45:00,21/09/2022 22:45:00,"7255,786"
22/09/2022 01:00:00,21/09/2022 23:00:00,"7224,554"
22/09/2022 01:15:00,21/09/2022 23:15:00,"7163,669"
22/09/2022 01:30:00,21/09/2022 23:30:00,"7030,316"
22/09/2022 01:45:00,21/09/2022 23:45:00,"7022,705"
22/09/2022 02:00:00,22/09/2022 00:00:00,"6931,450"
22/09/2022 02:15:00,22/09/2022 00:15:00,"6875,496"
22/09/2022 02:30:00,22/09/2022 00:30:00,"6847,262"
22/09/2022 02:45:00,22/09/2022 00:45:00,"6826,010"
22/09/2022 03:00:00,22/09/2022 01:00:00,"6875,716"
22/09/2022 03:15:00,22/09/2022 01:15:00,"6817,663"
22/09/2022 03:30:00,22/09/2022 01:30:00,"6863,926"
22/09/2022 03:45:00,22/09/2022 01:45:00,"6784,998"
22/09/2022 04:00:00,22/09/2022 02:00:00,"6796,884"
22/09/2022 04:15:00,22/09/2022 02:15:00,"6788,661"
22/09/2022 04:30:00,22/09/2022 02:30:00,"6802,068"
22/09/2022 04:45:00,22/09/2022 02:45:00,"6772,786"
22/09/2022 05:00:00,22/09/2022 03:00:00,"6967,226"
22/09/2022 05:15:00,22/09/2022 03:15:00,"7183,885"
22/09/2022 05:30:00,22/09/2022 03:30:00,"7327,992"
22/09/2022 05:45:00,22/09/2022 03:45:00,"7352,863"
22/09/2022 06:00:00,22/09/2022 04:00:00,"7666,428"
22/09/2022 06:15:00,22/09/2022 04:15:00,"7870,919"
22/09/2022 06:30:00,22/09/2022 04:30:00,"8132,462"
22/09/2022 06:45:00,22/09/2022 04:45:00,"8386,422"
22/09/2022 07:00:00,22/09/2022 05:00:00,"8526,346"
22/09/2022 07:15:00,22/09/2022 05:15:00,"8551,918"
22/09/2022 07:30:00,22/09/2022 05:30:00,"8482,489"
22/09/2022 07:45:00,22/09/2022 05:45:00,"8495,653"
22/09/2022 08:00:00,22/09/2022 06:00:00,"8437,176"
22/09/2022 08:15:00,22/09/2022 06:15:00,"8271,645"
22/09/2022 08:30:00,22/09/2022 06:30:00,"8158,240"
22/09/2022 08:45:00,22/09/2022 06:45:00,"7930,950"
22/09/2022 09:00:00,22/09/2022 07:00:00,"7738,042"
22/09/2022 09:15:00,22/09/2022 07:15:00,"7618,849"
22/09/2022 09:30:00,22/09/2022 07:30:00,"7410,628"
22/09/2022 09:45:00,22/09/2022 07:45:00,"7253,835"
22/09/2022 10:00:00,22/09/2022 08:00:00,"7042,773"
22/09/2022 10:15:00,22/09/2022 08:15:00,"6813,889"
22/09/2022 10:30:00,22/09/2022 08:30:00,"6549,078"
22/09/2022 10:45:00,22/09/2022 08:45:00,"6335,920"
22/09/2022 11:00:00,22/09/2022 09:00:00,"6189,755"
22/09/2022 11:15:00,22/09/2022 09:15:00,"6019,459"
22/09/2022 11:30:00,22/09/2022 09:30:00,"5903,284"
22/09/2022 11:45:00,22/09/2022 09:45:00,"5712,510"
22/09/2022 12:00:00,22/09/2022 10:00:00,"5537,424"
22/09/2022 12:15:00,22/09/2022 10:15:00,"5339,601"
22/09/2022 12:30:00,22/09/2022 10:30:00,"5271,298"
22/09/2022 12:45:00,22/09/2022 10:45:00,"5224,977"
22/09/2022 13:00:00,22/09/2022 11:00:00,"5134,021"
22/09/2022 13:15:00,22/09/2022 11:15:00,"5053,956"
22/09/2022 13:30:00,22/09/2022 11:30:00,"4938,993"
22/09/2022 13:45:00,22/09/2022 11:45:00,"4970,569"
22/09/2022 14:00:00,22/09/2022 12:00:00,"4909,424"
22/09/2022 14:15:00,22/09/2022 12:15:00,"4936,514"
22/09/2022 14:30:00,22/09/2022 12:30:00,"4965,179"
22/09/2022 14:45:00,22/09/2022 12:45:00,"4983,840"
22/09/2022 15:00:00,22/09/2022 13:00:00,"5097,424"
22/09/2022 15:15:00,22/09/2022 13:15:00,"5309,509"
22/09/2022 15:30:00,22/09/2022 13:30:00,"5419,091"
22/09/2022 15:45:00,22/09/2022 13:45:00,"5602,997"
22/09/2022 16:00:00,22/09/2022 14:00:00,"5711,512"
22/09/2022 16:15:00,22/09/2022 14:15:00,"5977,037"
22/09/2022 16:30:00,22/09/2022 14:30:00,"6252,553"
22/09/2022 16:45:00,22/09/2022 14:45:00,"6585,481"
22/09/2022 17:00:00,22/09/2022 15:00:00,"6897,661"
22/09/2022 17:15:00,22/09/2022 15:15:00,"7220,036"
22/09/2022 17:30:00,22/09/2022 15:30:00,"7602,760"
22/09/2022 17:45:00,22/09/2022 15:45:00,"7993,254"
22/09/2022 18:00:00,22/09/2022 16:00:00,"8163,673"
22/09/2022 18:15:00,22/09/2022 16:15:00,"8347,139"
22/09/2022 18:30:00,22/09/2022 16:30:00,"8451,050"
22/09/2022 18:45:00,22/09/2022 16:45:00,"8481,023"
22/09/2022 19:00:00,22/09/2022 17:00:00,"8517,590"
22/09/2022 19:15:00,22/09/2022 17:15:00,"8556,471"
22/09/2022 19:30:00,22/09/2022 17:30:00,"8685,573"
22/09/2022 19:45:00,22/09/2022 17:45:00,"8749,783"
22/09/2022 20:00:00,22/09/2022 18:00:00,"8862,432"
22/09/2022 20:15:00,22/09/2022 18:15:00,"8766,580"
22/09/2022 20:30:00,22/09/2022 18:30:00,"8761,941"
22/09/2022 20:45:00,22/09/2022 18:45:00,"8631,968"
22/09/2022 21:00:00,22/09/2022 19:00:00,"8532,002"
22/09/2022 21:15:00,22/09/2022 19:15:00,"8494,195"
22/09/2022 21:30:00,22/09/2022 19:30:00,"8305,981"
22/09/2022 21:45:00,22/09/2022 19:45:00,"8100,148"
22/09/2022 22:00:00,22/09/2022 20:00:00,"8142,768"
22/09/2022 22:15:00,22/09/2022 20:15:00,"8259,229"
22/09/2022 22:30:00,22/09/2022 20:30:00,"8241,070"
22/09/2022 22:45:00,22/09/2022 20:45:00,"8134,257"
22/09/2022 23:00:00,22/09/2022 21:00:00,"8108,309"
22/09/2022 23:15:00,22/09/2022 21:15:00,"7913,263"
22/09/2022 23:30:00,22/09/2022 21:30:00,"7796,785"
22/09/2022 23:45:00,22/09/2022 21:45:00,"7497,596"
23/09/2022 00:00:00,22/09/2022 22:00:00,"7418,831"
23/09/2022 00:15:00,22/09/2022 22:15:00,"7293,180"
23/09/2022 00:30:00,22/09/2022 22:30:00,"7216,909"
23/09/2022 00:45:00,22/09/2022 22:45:00,"7220,354"
23/09/2022 01:00:00,22/09/2022 23:00:00,"7183,709"
23/09/2022 01:15:00,22/09/2022 23:15:00,"7042,737"
23/09/2022 01:30:00,22/09/2022 23:30:00,"7037,676"
23/09/2022 01:45:00,22/09/2022 23:45:00,"6839,658"
23/09/2022 02:00:00,23/09/2022 00:00:00,"6854,094"
23/09/2022 02:15:00,23/09/2022 00:15:00,"6793,469"
23/09/2022 02:30:00,23/09/2022 00:30:00,"6807,897"
23/09/2022 02:45:00,23/09/2022 00:45:00,"6653,866"
23/09/2022 03:00:00,23/09/2022 01:00:00,"6709,951"
23/09/2022 03:15:00,23/09/2022 01:15:00,"6765,353"
23/09/2022 03:30:00,23/09/2022 01:30:00,"6693,098"
23/09/2022 03:45:00,23/09/2022 01:45:00,"6657,205"
23/09/2022 04:00:00,23/09/2022 02:00:00,"6758,131"
23/09/2022 04:15:00,23/09/2022 02:15:00,"6821,062"
23/09/2022 04:30:00,23/09/2022 02:30:00,"6835,444"
23/09/2022 04:45:00,23/09/2022 02:45:00,"6816,118"
23/09/2022 05:00:00,23/09/2022 03:00:00,"6962,147"
23/09/2022 05:15:00,23/09/2022 03:15:00,"7075,533"
23/09/2022 05:30:00,23/09/2022 03:30:00,"7154,792"
23/09/2022 05:45:00,23/09/2022 03:45:00,"7307,157"
23/09/2022 06:00:00,23/09/2022 04:00:00,"7497,178"
23/09/2022 06:15:00,23/09/2022 04:15:00,"7674,414"
23/09/2022 06:30:00,23/09/2022 04:30:00,"7892,842"
23/09/2022 06:45:00,23/09/2022 04:45:00,"8121,412"
23/09/2022 07:00:00,23/09/2022 05:00:00,"8437,235"
23/09/2022 07:15:00,23/09/2022 05:15:00,"8546,837"
23/09/2022 07:30:00,23/09/2022 05:30:00,"8537,880"
23/09/2022 07:45:00,23/09/2022 05:45:00,"8504,608"
23/09/2022 08:00:00,23/09/2022 06:00:00,"8543,682"
23/09/2022 08:15:00,23/09/2022 06:15:00,"8555,661"
23/09/2022 08:30:00,23/09/2022 06:30:00,"8553,834"
23/09/2022 08:45:00,23/09/2022 06:45:00,"8419,306"
23/09/2022 09:00:00,23/09/2022 07:00:00,"8446,664"
23/09/2022 09:15:00,23/09/2022 07:15:00,"8277,905"
23/09/2022 09:30:00,23/09/2022 07:30:00,"8205,839"
23/09/2022 09:45:00,23/09/2022 07:45:00,
23/09/2022 10:00:00,23/09/2022 08:00:00,"8056,692"
23/09/2022 10:15:00,23/09/2022 08:15:00,"7969,323"
23/09/2022 10:30:00,23/09/2022 08:30:00,"7852,127"
23/09/2022 10:45:00,23/09/2022 08:45:00,"7694,716"
23/09/2022 11:00:00,23/09/2022 09:00:00,"7729,683"
23/09/2022 11:15:00,23/09/2022 09:15:00,"7574,978"
23/09/2022 11:30:00,23/09/2022 09:30:00,"7411,796"
23/09/2022 11:45:00,23/09/2022 09:45:00,"7264,150"
23/09/2022 12:00:00,23/09/2022 10:00:00,"7128,445"
23/09/2022 12:15:00,23/09/2022 10:15:00,"7072,698"
23/09/2022 12:30:00,23/09/2022 10:30:00,"7052,570"
23/09/2022 12:45:00,23/09/2022 10:45:00,"7263,636"
23/09/2022 13:00:00,23/09/2022 11:00:00,"7328,822"
23/09/2022 13:15:00,23/09/2022 11:15:00,"7407,063"
23/09/2022 13:30:00,23/09/2022 11:30:00,"7480,176"
23/09/2022 13:45:00,23/09/2022 11:45:00,"7491,775"
23/09/2022 14:00:00,23/09/2022 12:00:00,"7390,084"
23/09/2022 14:15:00,23/09/2022 12:15:00,"7342,395"
23/09/2022 14:30:00,23/09/2022 12:30:00,"7419,625"
23/09/2022 14:45:00,23/09/2022 12:45:00,"7478,938"
23/09/2022 15:00:00,23/09/2022 13:00:00,"7499,550"
23/09/2022 15:15:00,23/09/2022 13:15:00,"7688,717"
23/09/2022 15:30:00,23/09/2022 13:30:00,"7786,999"
23/09/2022 15:45:00,23/09/2022 13:45:00,"7741,555"
23/09/2022 16:00:00,23/09/2022 14:00:00,"7840,826"
23/09/2022 16:15:00,23/09/2022 14:15:00,"7823,479"
23/09/2022 16:30:00,23/09/2022 14:30:00,"7880,836"
23/09/2022 16:45:00,23/09/2022 14:45:00,"8146,665"
23/09/2022 17:00:00,23/09/2022 15:00:00,"8187,576"
23/09/2022 17:15:00,23/09/2022 15:15:00,"8339,329"
23/09/2022 17:30:00,23/09/2022 15:30:00,"8435,849"
23/09/2022 17:45:00,23/09/2022 15:45:00,"8502,969"
23/09/2022 18:00:00,23/09/2022 16:00:00,"8527,274"
23/09/2022 18:15:00,23/09/2022 16:15:00,"8469,813"
23/09/2022 18:30:00,23/09/2022 16:30:00,"8470,356"
23/09/2022 18:45:00,23/09/2022 16:45:00,"8524,965"
23/09/2022 19:00:00,23/09/2022 17:00:00,"8428,164"
23/09/2022 19:15:00,23/09/2022 17:15:00,"8397,186"
23/09/2022 19:30:00,23/09/2022 17:30:00,"8429,469"
23/09/2022 19:45:00,23/09/2022 17:45:00,"8516,810"
23/09/2022 20:00:00,23/09/2022 18:00:00,"8578,744"
23/09/2022 20:15:00,23/09/2022 18:15:00,"8509,223"
23/09/2022 20:30:00,23/09/2022 18:30:00,"8343,960"
23/09/2022 20:45:00,23/09/2022 18:45:00,"8157,949"
23/09/2022 21:00:00,23/09/2022 19:00:00,"8096,518"
