Datetime (CET+1/CEST +2),Datetime (UTC),Elia Grid Load [MW]
01/01/2022 00:00:00,31/12/2021 23:00:00,"7229,321"
01/01/2022 00:15:00,31/12/2021 23:15:00,"7141,165"
01/01/2022 00:30:00,31/12/2021 23:30:00,"7066,856"
01/01/2022 00:45:00,31/12/2021 23:45:00,"6956,022"
01/01/2022 01:00:00,01/01/2022 00:00:00,"6906,256"
01/01/2022 01:15:00,01/01/2022 00:15:00,"6739,079"
01/01/2022 01:30:00,01/01/2022 00:30:00,"6599,595"
01/01/2022 01:45:00,01/01/2022 00:45:00,"6460,616"
01/01/2022 02:00:00,01/01/2022 01:00:00,"6354,088"
01/01/2022 02:15:00,01/01/2022 01:15:00,"6271,309"
01/01/2022 02:30:00,01/01/2022 01:30:00,"6154,629"
01/01/2022 02:45:00,01/01/2022 01:45:00,"6112,180"
01/01/2022 03:00:00,01/01/2022 02:00:00,"6065,211"
01/01/2022 03:15:00,01/01/2022 02:15:00,"6020,909"
01/01/2022 03:30:00,01/01/2022 02:30:00,"5978,339"
01/01/2022 03:45:00,01/01/2022 02:45:00,"5941,322"
01/01/2022 04:00:00,01/01/2022 03:00:00,"5934,396"
01/01/2022 04:15:00,01/01/2022 03:15:00,"5932,257"
01/01/2022 04:30:00,01/01/2022 03:30:00,"5895,844"
01/01/2022 04:45:00,01/01/2022 03:45:00,"5903,391"
01/01/2022 05:00:00,01/01/2022 04:00:00,"5900,388"
01/01/2022 05:15:00,01/01/2022 04:15:00,"5873,393"
01/01/2022 05:30:00,01/01/2022 04:30:00,"5837,135"
01/01/2022 05:45:00,01/01/2022 04:45:00,"5830,718"
01/01/2022 06:00:00,01/01/2022 05:00:00,"5923,702"
01/01/2022 06:15:00,01/01/2022 05:15:00,"5966,861"
01/01/2022 06:30:00,01/01/2022 05:30:00,"6013,416"
01/01/2022 06:45:00,01/01/2022 05:45:00,"5983,410"
01/01/2022 07:00:00,01/01/2022 06:00:00,"5928,391"
01/01/2022 07:15:00,01/01/2022 06:15:00,"5911,458"
01/01/2022 07:30:00,01/01/2022 06:30:00,"5930,044"
01/01/2022 07:45:00,01/01/2022 06:45:00,"5924,984"
01/01/2022 08:00:00,01/01/2022 07:00:00,"6002,735"
01/01/2022 08:15:00,01/01/2022 07:15:00,"6047,029"
01/01/2022 08:30:00,01/01/2022 07:30:00,"5949,741"
01/01/2022 08:45:00,01/01/2022 07:45:00,"5919,583"
01/01/2022 09:00:00,01/01/2022 08:00:00,"5917,572"
01/01/2022 09:15:00,01/01/2022 08:15:00,"5947,851"
01/01/2022 09:30:00,01/01/2022 08:30:00,"6035,423"
01/01/2022 09:45:00,01/01/2022 08:45:00,"6075,366"
01/01/2022 10:00:00,01/01/2022 09:00:00,"6160,164"
01/01/2022 10:15:00,01/01/2022 09:15:00,"6218,452"
01/01/2022 10:30:00,01/01/2022 09:30:00,"6219,672"
01/01/2022 10:45:00,01/01/2022 09:45:00,"6176,925"
01/01/2022 11:00:00,01/01/2022 10:00:00,"6047,041"
01/01/2022 11:15:00,01/01/2022 10:15:00,"5978,709"
01/01/2022 11:30:00,01/01/2022 10:30:00,"5834,319"
01/01/2022 11:45:00,01/01/2022 10:45:00,"5718,458"
01/01/2022 12:00:00,01/01/2022 11:00:00,"5660,344"
01/01/2022 12:15:00,01/01/2022 11:15:00,"5610,672"
01/01/2022 12:30:00,01/01/2022 11:30:00,"5530,372"
01/01/2022 12:45:00,01/01/2022 11:45:00,"5458,971"
01/01/2022 13:00:00,01/01/2022 12:00:00,"5433,005"
01/01/2022 13:15:00,01/01/2022 12:15:00,"5454,586"
01/01/2022 13:30:00,01/01/2022 12:30:00,"5490,045"
01/01/2022 13:45:00,01/01/2022 12:45:00,"5460,940"
01/01/2022 14:00:00,01/01/2022 13:00:00,"5574,002"
01/01/2022 14:15:00,01/01/2022 13:15:00,"5714,345"
01/01/2022 14:30:00,01/01/2022 13:30:00,"5808,874"
01/01/2022 14:45:00,01/01/2022 13:45:00,"5839,183"
01/01/2022 15:00:00,01/01/2022 14:00:00,"6021,892"
01/01/2022 15:15:00,01/01/2022 14:15:00,"6101,528"
01/01/2022 15:30:00,01/01/2022 14:30:00,"6212,506"
01/01/2022 15:45:00,01/01/2022 14:45:00,"6324,391"
01/01/2022 16:00:00,01/01/2022 15:00:00,"6492,692"
01/01/2022 16:15:00,01/01/2022 15:15:00,"6619,525"
01/01/2022 16:30:00,01/01/2022 15:30:00,"6758,278"
01/01/2022 16:45:00,01/01/2022 15:45:00,"6928,201"
01/01/2022 17:00:00,01/01/2022 16:00:00,"7173,162"
01/01/2022 17:15:00,01/01/2022 16:15:00,"7283,384"
01/01/2022 17:30:00,01/01/2022 16:30:00,"7402,836"
01/01/2022 17:45:00,01/01/2022 16:45:00,"7469,664"
01/01/2022 18:00:00,01/01/2022 17:00:00,"7504,726"
01/01/2022 18:15:00,01/01/2022 17:15:00,"7512,540"
01/01/2022 18:30:00,01/01/2022 17:30:00,"7461,739"
01/01/2022 18:45:00,01/01/2022 17:45:00,"7412,970"
01/01/2022 19:00:00,01/01/2022 18:00:00,"7339,539"
01/01/2022 19:15:00,01/01/2022 18:15:00,"7217,728"
01/01/2022 19:30:00,01/01/2022 18:30:00,"7166,769"
01/01/2022 19:45:00,01/01/2022 18:45:00,"7105,751"
01/01/2022 20:00:00,01/01/2022 19:00:00,"6974,536"
01/01/2022 20:15:00,01/01/2022 19:15:00,"6922,435"
01/01/2022 20:30:00,01/01/2022 19:30:00,"6838,881"
01/01/2022 20:45:00,01/01/2022 19:45:00,"6736,778"
01/01/2022 21:00:00,01/01/2022 20:00:00,"6667,731"
01/01/2022 21:15:00,01/01/2022 20:15:00,"6658,870"
01/01/2022 21:30:00,01/01/2022 20:30:00,"6630,208"
01/01/2022 21:45:00,01/01/2022 20:45:00,"6578,588"
01/01/2022 22:00:00,01/01/2022 21:00:00,"6659,179"
01/01/2022 22:15:00,01/01/2022 21:15:00,"6785,547"
01/01/2022 22:30:00,01/01/2022 21:30:00,"6773,634"
01/01/2022 22:45:00,01/01/2022 21:45:00,"6713,519"
01/01/2022 23:00:00,01/01/2022 22:00:00,"6766,970"
01/01/2022 23:15:00,01/01/2022 22:15:00,"6679,777"
01/01/2022 23:30:00,01/01/2022 22:30:00,"6515,907"
01/01/2022 23:45:00,01/01/2022 22:45:00,"6413,768"
02/01/2022 00:00:00,01/01/2022 23:00:00,"6349,574"
02/01/2022 00:15:00,01/01/2022 23:15:00,"6268,957"
02/01/2022 00:30:00,01/01/2022 23:30:00,"6184,593"
02/01/2022 00:45:00,01/01/2022 23:45:00,"6127,472"
02/01/2022 01:00:00,02/01/2022 00:00:00,"6081,502"
02/01/2022 01:15:00,02/01/2022 00:15:00,"5942,343"
02/01/2022 01:30:00,02/01/2022 00:30:00,"5828,341"
02/01/2022 01:45:00,02/01/2022 00:45:00,"5737,974"
02/01/2022 02:00:00,02/01/2022 01:00:00,"5730,064"
02/01/2022 02:15:00,02/01/2022 01:15:00,"5692,186"
02/01/2022 02:30:00,02/01/2022 01:30:00,"5624,518"
02/01/2022 02:45:00,02/01/2022 01:45:00,"5576,534"
02/01/2022 03:00:00,02/01/2022 02:00:00,"5520,501"
02/01/2022 03:15:00,02/01/2022 02:15:00,"5418,408"
02/01/2022 03:30:00,02/01/2022 02:30:00,"5358,180"
02/01/2022 03:45:00,02/01/2022 02:45:00,"5339,715"
02/01/2022 04:00:00,02/01/2022 03:00:00,"5371,325"
02/01/2022 04:15:00,02/01/2022 03:15:00,"5435,320"
02/01/2022 04:30:00,02/01/2022 03:30:00,"5466,704"
02/01/2022 04:45:00,02/01/2022 03:45:00,"5514,450"
02/01/2022 05:00:00,02/01/2022 04:00:00,"5530,388"
02/01/2022 05:15:00,02/01/2022 04:15:00,"5559,791"
02/01/2022 05:30:00,02/01/2022 04:30:00,"5594,825"
02/01/2022 05:45:00,02/01/2022 04:45:00,"5611,985"
02/01/2022 06:00:00,02/01/2022 05:00:00,"5661,384"
02/01/2022 06:15:00,02/01/2022 05:15:00,"5681,289"
02/01/2022 06:30:00,02/01/2022 05:30:00,"5681,064"
02/01/2022 06:45:00,02/01/2022 05:45:00,"5573,705"
02/01/2022 07:00:00,02/01/2022 06:00:00,"5561,551"
02/01/2022 07:15:00,02/01/2022 06:15:00,"5597,841"
02/01/2022 07:30:00,02/01/2022 06:30:00,"5618,301"
02/01/2022 07:45:00,02/01/2022 06:45:00,"5553,921"
02/01/2022 08:00:00,02/01/2022 07:00:00,"5653,215"
02/01/2022 08:15:00,02/01/2022 07:15:00,"5694,971"
02/01/2022 08:30:00,02/01/2022 07:30:00,"5687,979"
02/01/2022 08:45:00,02/01/2022 07:45:00,"5654,328"
02/01/2022 09:00:00,02/01/2022 08:00:00,"5802,659"
02/01/2022 09:15:00,02/01/2022 08:15:00,"5789,023"
02/01/2022 09:30:00,02/01/2022 08:30:00,"5881,434"
02/01/2022 09:45:00,02/01/2022 08:45:00,"5939,949"
02/01/2022 10:00:00,02/01/2022 09:00:00,"5954,050"
02/01/2022 10:15:00,02/01/2022 09:15:00,"6037,989"
02/01/2022 10:30:00,02/01/2022 09:30:00,"6100,423"
02/01/2022 10:45:00,02/01/2022 09:45:00,"6102,612"
02/01/2022 11:00:00,02/01/2022 10:00:00,"6059,690"
02/01/2022 11:15:00,02/01/2022 10:15:00,"6162,845"
02/01/2022 11:30:00,02/01/2022 10:30:00,"6250,101"
02/01/2022 11:45:00,02/01/2022 10:45:00,"6305,728"
02/01/2022 12:00:00,02/01/2022 11:00:00,"6371,961"
02/01/2022 12:15:00,02/01/2022 11:15:00,"6333,253"
02/01/2022 12:30:00,02/01/2022 11:30:00,"6106,641"
02/01/2022 12:45:00,02/01/2022 11:45:00,"6056,242"
02/01/2022 13:00:00,02/01/2022 12:00:00,"6116,297"
02/01/2022 13:15:00,02/01/2022 12:15:00,"6211,373"
02/01/2022 13:30:00,02/01/2022 12:30:00,"6190,631"
02/01/2022 13:45:00,02/01/2022 12:45:00,"6223,183"
02/01/2022 14:00:00,02/01/2022 13:00:00,"6236,051"
02/01/2022 14:15:00,02/01/2022 13:15:00,"6333,477"
02/01/2022 14:30:00,02/01/2022 13:30:00,"6447,786"
02/01/2022 14:45:00,02/01/2022 13:45:00,"6396,677"
02/01/2022 15:00:00,02/01/2022 14:00:00,"6485,421"
02/01/2022 15:15:00,02/01/2022 14:15:00,"6600,225"
02/01/2022 15:30:00,02/01/2022 14:30:00,"6712,766"
02/01/2022 15:45:00,02/01/2022 14:45:00,"6796,690"
02/01/2022 16:00:00,02/01/2022 15:00:00,"6907,282"
02/01/2022 16:15:00,02/01/2022 15:15:00,"7057,385"
02/01/2022 16:30:00,02/01/2022 15:30:00,"7109,383"
02/01/2022 16:45:00,02/01/2022 15:45:00,"7305,489"
02/01/2022 17:00:00,02/01/2022 16:00:00,"7627,316"
02/01/2022 17:15:00,02/01/2022 16:15:00,"7798,374"
02/01/2022 17:30:00,02/01/2022 16:30:00,"7964,188"
02/01/2022 17:45:00,02/01/2022 16:45:00,"7995,273"
02/01/2022 18:00:00,02/01/2022 17:00:00,"7924,186"
02/01/2022 18:15:00,02/01/2022 17:15:00,"7864,961"
02/01/2022 18:30:00,02/01/2022 17:30:00,"7742,744"
02/01/2022 18:45:00,02/01/2022 17:45:00,"7735,184"
02/01/2022 19:00:00,02/01/2022 18:00:00,"7582,909"
02/01/2022 19:15:00,02/01/2022 18:15:00,"7422,201"
02/01/2022 19:30:00,02/01/2022 18:30:00,"7359,446"
02/01/2022 19:45:00,02/01/2022 18:45:00,"7134,568"
02/01/2022 20:00:00,02/01/2022 19:00:00,"6945,316"
02/01/2022 20:15:00,02/01/2022 19:15:00,"6875,589"
02/01/2022 20:30:00,02/01/2022 19:30:00,"6809,683"
02/01/2022 20:45:00,02/01/2022 19:45:00,"6661,993"
02/01/2022 21:00:00,02/01/2022 20:00:00,"6524,401"
02/01/2022 21:15:00,02/01/2022 20:15:00,"6448,095"
02/01/2022 21:30:00,02/01/2022 20:30:00,"6344,237"
02/01/2022 21:45:00,02/01/2022 20:45:00,"6272,045"
02/01/2022 22:00:00,02/01/2022 21:00:00,"6336,382"
02/01/2022 22:15:00,02/01/2022 21:15:00,"6424,842"
02/01/2022 22:30:00,02/01/2022 21:30:00,"6384,267"
02/01/2022 22:45:00,02/01/2022 21:45:00,"6330,048"
02/01/2022 23:00:00,02/01/2022 22:00:00,"6420,364"
02/01/2022 23:15:00,02/01/2022 22:15:00,"6460,378"
02/01/2022 23:30:00,02/01/2022 22:30:00,"6307,733"
02/01/2022 23:45:00,02/01/2022 22:45:00,"6156,000"
03/01/2022 00:00:00,02/01/2022 23:00:00,"6057,039"
03/01/2022 00:15:00,02/01/2022 23:15:00,"6012,252"
03/01/2022 00:30:00,02/01/2022 23:30:00,"5878,082"
03/01/2022 00:45:00,02/01/2022 23:45:00,"5775,873"
03/01/2022 01:00:00,03/01/2022 00:00:00,"5792,105"
03/01/2022 01:15:00,03/01/2022 00:15:00,"5688,201"
03/01/2022 01:30:00,03/01/2022 00:30:00,"5516,714"
03/01/2022 01:45:00,03/01/2022 00:45:00,"5413,400"
03/01/2022 02:00:00,03/01/2022 01:00:00,"5344,443"
03/01/2022 02:15:00,03/01/2022 01:15:00,"5373,663"
03/01/2022 02:30:00,03/01/2022 01:30:00,"5480,532"
03/01/2022 02:45:00,03/01/2022 01:45:00,"5345,744"
03/01/2022 03:00:00,03/01/2022 02:00:00,"5385,342"
03/01/2022 03:15:00,03/01/2022 02:15:00,"5360,865"
03/01/2022 03:30:00,03/01/2022 02:30:00,"5384,954"
03/01/2022 03:45:00,03/01/2022 02:45:00,"5414,944"
03/01/2022 04:00:00,03/01/2022 03:00:00,"5478,112"
03/01/2022 04:15:00,03/01/2022 03:15:00,"5511,943"
03/01/2022 04:30:00,03/01/2022 03:30:00,"5545,182"
03/01/2022 04:45:00,03/01/2022 03:45:00,"5585,766"
03/01/2022 05:00:00,03/01/2022 04:00:00,"5774,470"
03/01/2022 05:15:00,03/01/2022 04:15:00,"5937,017"
03/01/2022 05:30:00,03/01/2022 04:30:00,"6080,204"
03/01/2022 05:45:00,03/01/2022 04:45:00,"6190,701"
03/01/2022 06:00:00,03/01/2022 05:00:00,"6352,710"
03/01/2022 06:15:00,03/01/2022 05:15:00,"6535,982"
03/01/2022 06:30:00,03/01/2022 05:30:00,"6724,357"
03/01/2022 06:45:00,03/01/2022 05:45:00,"6745,380"
03/01/2022 07:00:00,03/01/2022 06:00:00,"6947,265"
03/01/2022 07:15:00,03/01/2022 06:15:00,"7074,888"
03/01/2022 07:30:00,03/01/2022 06:30:00,"7194,567"
03/01/2022 07:45:00,03/01/2022 06:45:00,"7561,762"
03/01/2022 08:00:00,03/01/2022 07:00:00,"7689,497"
03/01/2022 08:15:00,03/01/2022 07:15:00,"7960,170"
03/01/2022 08:30:00,03/01/2022 07:30:00,"8009,144"
03/01/2022 08:45:00,03/01/2022 07:45:00,"7872,286"
03/01/2022 09:00:00,03/01/2022 08:00:00,"8040,570"
03/01/2022 09:15:00,03/01/2022 08:15:00,"8174,061"
03/01/2022 09:30:00,03/01/2022 08:30:00,"8217,921"
03/01/2022 09:45:00,03/01/2022 08:45:00,"8296,948"
03/01/2022 10:00:00,03/01/2022 09:00:00,"8159,254"
03/01/2022 10:15:00,03/01/2022 09:15:00,"8216,364"
03/01/2022 10:30:00,03/01/2022 09:30:00,"8326,625"
03/01/2022 10:45:00,03/01/2022 09:45:00,"8259,322"
03/01/2022 11:00:00,03/01/2022 10:00:00,"8183,089"
03/01/2022 11:15:00,03/01/2022 10:15:00,"8375,348"
03/01/2022 11:30:00,03/01/2022 10:30:00,"8452,843"
03/01/2022 11:45:00,03/01/2022 10:45:00,"8502,762"
03/01/2022 12:00:00,03/01/2022 11:00:00,"8415,590"
03/01/2022 12:15:00,03/01/2022 11:15:00,"8397,588"
03/01/2022 12:30:00,03/01/2022 11:30:00,"8307,557"
03/01/2022 12:45:00,03/01/2022 11:45:00,"8260,763"
03/01/2022 13:00:00,03/01/2022 12:00:00,"8344,088"
03/01/2022 13:15:00,03/01/2022 12:15:00,"8368,853"
03/01/2022 13:30:00,03/01/2022 12:30:00,"8305,612"
03/01/2022 13:45:00,03/01/2022 12:45:00,"8451,082"
03/01/2022 14:00:00,03/01/2022 13:00:00,"8417,908"
03/01/2022 14:15:00,03/01/2022 13:15:00,"8467,905"
03/01/2022 14:30:00,03/01/2022 13:30:00,"8530,575"
03/01/2022 14:45:00,03/01/2022 13:45:00,"8501,469"
03/01/2022 15:00:00,03/01/2022 14:00:00,"8563,445"
03/01/2022 15:15:00,03/01/2022 14:15:00,"8667,188"
03/01/2022 15:30:00,03/01/2022 14:30:00,"8613,959"
03/01/2022 15:45:00,03/01/2022 14:45:00,"8648,731"
03/01/2022 16:00:00,03/01/2022 15:00:00,"8797,864"
03/01/2022 16:15:00,03/01/2022 15:15:00,"8804,290"
03/01/2022 16:30:00,03/01/2022 15:30:00,"8894,773"
03/01/2022 16:45:00,03/01/2022 15:45:00,"9048,461"
03/01/2022 17:00:00,03/01/2022 16:00:00,"9344,283"
03/01/2022 17:15:00,03/01/2022 16:15:00,"9508,295"
03/01/2022 17:30:00,03/01/2022 16:30:00,"9521,875"
03/01/2022 17:45:00,03/01/2022 16:45:00,"9704,760"
03/01/2022 18:00:00,03/01/2022 17:00:00,"9720,887"
03/01/2022 18:15:00,03/01/2022 17:15:00,"9671,573"
03/01/2022 18:30:00,03/01/2022 17:30:00,"9508,792"
03/01/2022 18:45:00,03/01/2022 17:45:00,"9364,543"
03/01/2022 19:00:00,03/01/2022 18:00:00,"9404,160"
03/01/2022 19:15:00,03/01/2022 18:15:00,"9383,781"
03/01/2022 19:30:00,03/01/2022 18:30:00,"9238,983"
03/01/2022 19:45:00,03/01/2022 18:45:00,"9065,700"
03/01/2022 20:00:00,03/01/2022 19:00:00,"9007,886"
03/01/2022 20:15:00,03/01/2022 19:15:00,"8947,771"
03/01/2022 20:30:00,03/01/2022 19:30:00,"8792,085"
03/01/2022 20:45:00,03/01/2022 19:45:00,"8509,852"
03/01/2022 21:00:00,03/01/2022 20:00:00,"8568,030"
03/01/2022 21:15:00,03/01/2022 20:15:00,"8508,213"
03/01/2022 21:30:00,03/01/2022 20:30:00,"8281,302"
03/01/2022 21:45:00,03/01/2022 20:45:00,"8107,497"
03/01/2022 22:00:00,03/01/2022 21:00:00,"8306,581"
03/01/2022 22:15:00,03/01/2022 21:15:00,"8392,008"
03/01/2022 22:30:00,03/01/2022 21:30:00,"8408,365"
03/01/2022 22:45:00,03/01/2022 21:45:00,"8402,074"
03/01/2022 23:00:00,03/01/2022 22:00:00,"8604,554"
03/01/2022 23:15:00,03/01/2022 22:15:00,"8550,255"
03/01/2022 23:30:00,03/01/2022 22:30:00,"8555,921"
03/01/2022 23:45:00,03/01/2022 22:45:00,"8400,546"
04/01/2022 00:00:00,03/01/2022 23:00:00,"8347,040"
04/01/2022 00:15:00,03/01/2022 23:15:00,"8184,287"
04/01/2022 00:30:00,03/01/2022 23:30:00,"8014,388"
04/01/2022 00:45:00,03/01/2022 23:45:00,"8034,175"
04/01/2022 01:00:00,04/01/2022 00:00:00,"7922,052"
04/01/2022 01:15:00,04/01/2022 00:15:00,"7784,882"
04/01/2022 01:30:00,04/01/2022 00:30:00,"7586,872"
04/01/2022 01:45:00,04/01/2022 00:45:00,"7556,264"
04/01/2022 02:00:00,04/01/2022 01:00:00,"7459,267"
04/01/2022 02:15:00,04/01/2022 01:15:00,"7431,297"
04/01/2022 02:30:00,04/01/2022 01:30:00,"7491,871"
04/01/2022 02:45:00,04/01/2022 01:45:00,"7396,220"
04/01/2022 03:00:00,04/01/2022 02:00:00,"7222,330"
04/01/2022 03:15:00,04/01/2022 02:15:00,"7279,395"
04/01/2022 03:30:00,04/01/2022 02:30:00,"7420,996"
04/01/2022 03:45:00,04/01/2022 02:45:00,"7369,820"
04/01/2022 04:00:00,04/01/2022 03:00:00,"7448,657"
04/01/2022 04:15:00,04/01/2022 03:15:00,"7530,283"
04/01/2022 04:30:00,04/01/2022 03:30:00,"7516,294"
04/01/2022 04:45:00,04/01/2022 03:45:00,"7441,064"
04/01/2022 05:00:00,04/01/2022 04:00:00,"7561,925"
04/01/2022 05:15:00,04/01/2022 04:15:00,"7676,321"
04/01/2022 05:30:00,04/01/2022 04:30:00,"7749,678"
04/01/2022 05:45:00,04/01/2022 04:45:00,"7958,947"
04/01/2022 06:00:00,04/01/2022 05:00:00,"8276,686"
04/01/2022 06:15:00,04/01/2022 05:15:00,"8427,340"
04/01/2022 06:30:00,04/01/2022 05:30:00,"8674,389"
04/01/2022 06:45:00,04/01/2022 05:45:00,"8766,939"
04/01/2022 07:00:00,04/01/2022 06:00:00,"8737,732"
04/01/2022 07:15:00,04/01/2022 06:15:00,"8859,261"
04/01/2022 07:30:00,04/01/2022 06:30:00,"9094,245"
04/01/2022 07:45:00,04/01/2022 06:45:00,"9192,455"
04/01/2022 08:00:00,04/01/2022 07:00:00,"9505,305"
04/01/2022 08:15:00,04/01/2022 07:15:00,"9583,168"
04/01/2022 08:30:00,04/01/2022 07:30:00,"9623,074"
04/01/2022 08:45:00,04/01/2022 07:45:00,"9679,321"
04/01/2022 09:00:00,04/01/2022 08:00:00,"9767,015"
04/01/2022 09:15:00,04/01/2022 08:15:00,"9976,710"
04/01/2022 09:30:00,04/01/2022 08:30:00,"9964,539"
04/01/2022 09:45:00,04/01/2022 08:45:00,"9938,525"
04/01/2022 10:00:00,04/01/2022 09:00:00,"10051,268"
04/01/2022 10:15:00,04/01/2022 09:15:00,"9941,036"
04/01/2022 10:30:00,04/01/2022 09:30:00,"9941,599"
04/01/2022 10:45:00,04/01/2022 09:45:00,"9855,324"
04/01/2022 11:00:00,04/01/2022 10:00:00,"9808,442"
04/01/2022 11:15:00,04/01/2022 10:15:00,"9952,987"
04/01/2022 11:30:00,04/01/2022 10:30:00,"9909,228"
04/01/2022 11:45:00,04/01/2022 10:45:00,"9942,778"
04/01/2022 12:00:00,04/01/2022 11:00:00,"9912,710"
04/01/2022 12:15:00,04/01/2022 11:15:00,"9708,657"
04/01/2022 12:30:00,04/01/2022 11:30:00,"9716,848"
04/01/2022 12:45:00,04/01/2022 11:45:00,"9749,819"
04/01/2022 13:00:00,04/01/2022 12:00:00,"9699,325"
04/01/2022 13:15:00,04/01/2022 12:15:00,"9842,195"
04/01/2022 13:30:00,04/01/2022 12:30:00,"9829,212"
04/01/2022 13:45:00,04/01/2022 12:45:00,"9735,106"
04/01/2022 14:00:00,04/01/2022 13:00:00,"9626,951"
04/01/2022 14:15:00,04/01/2022 13:15:00,"9767,964"
04/01/2022 14:30:00,04/01/2022 13:30:00,"9833,411"
04/01/2022 14:45:00,04/01/2022 13:45:00,"9873,531"
04/01/2022 15:00:00,04/01/2022 14:00:00,"9956,685"
04/01/2022 15:15:00,04/01/2022 14:15:00,"9963,035"
04/01/2022 15:30:00,04/01/2022 14:30:00,"9974,514"
04/01/2022 15:45:00,04/01/2022 14:45:00,"10015,912"
04/01/2022 16:00:00,04/01/2022 15:00:00,"10019,039"
04/01/2022 16:15:00,04/01/2022 15:15:00,"10007,684"
04/01/2022 16:30:00,04/01/2022 15:30:00,"10010,204"
04/01/2022 16:45:00,04/01/2022 15:45:00,"10252,656"
04/01/2022 17:00:00,04/01/2022 16:00:00,"10272,839"
04/01/2022 17:15:00,04/01/2022 16:15:00,"10450,575"
04/01/2022 17:30:00,04/01/2022 16:30:00,"10642,452"
04/01/2022 17:45:00,04/01/2022 16:45:00,"10730,598"
04/01/2022 18:00:00,04/01/2022 17:00:00,"10652,195"
04/01/2022 18:15:00,04/01/2022 17:15:00,"10526,567"
04/01/2022 18:30:00,04/01/2022 17:30:00,"10396,669"
04/01/2022 18:45:00,04/01/2022 17:45:00,"10311,694"
04/01/2022 19:00:00,04/01/2022 18:00:00,"10153,321"
04/01/2022 19:15:00,04/01/2022 18:15:00,"10084,737"
04/01/2022 19:30:00,04/01/2022 18:30:00,"10010,510"
04/01/2022 19:45:00,04/01/2022 18:45:00,"9970,961"
04/01/2022 20:00:00,04/01/2022 19:00:00,"9718,346"
04/01/2022 20:15:00,04/01/2022 19:15:00,"9445,309"
04/01/2022 20:30:00,04/01/2022 19:30:00,"9122,008"
04/01/2022 20:45:00,04/01/2022 19:45:00,"9034,988"
04/01/2022 21:00:00,04/01/2022 20:00:00,"9002,751"
04/01/2022 21:15:00,04/01/2022 20:15:00,"8925,105"
04/01/2022 21:30:00,04/01/2022 20:30:00,"8861,918"
04/01/2022 21:45:00,04/01/2022 20:45:00,"8622,155"
04/01/2022 22:00:00,04/01/2022 21:00:00,"8720,864"
04/01/2022 22:15:00,04/01/2022 21:15:00,"8750,373"
04/01/2022 22:30:00,04/01/2022 21:30:00,"8714,793"
04/01/2022 22:45:00,04/01/2022 21:45:00,"8631,664"
04/01/2022 23:00:00,04/01/2022 22:00:00,"8787,337"
04/01/2022 23:15:00,04/01/2022 22:15:00,"8828,469"
04/01/2022 23:30:00,04/01/2022 22:30:00,"8674,826"
04/01/2022 23:45:00,04/01/2022 22:45:00,"8520,533"
05/01/2022 00:00:00,04/01/2022 23:00:00,"8307,388"
05/01/2022 00:15:00,04/01/2022 23:15:00,"8258,703"
05/01/2022 00:30:00,04/01/2022 23:30:00,"8070,329"
05/01/2022 00:45:00,04/01/2022 23:45:00,"7996,278"
05/01/2022 01:00:00,05/01/2022 00:00:00,"8016,157"
05/01/2022 01:15:00,05/01/2022 00:15:00,"7891,416"
05/01/2022 01:30:00,05/01/2022 00:30:00,"7673,649"
05/01/2022 01:45:00,05/01/2022 00:45:00,"7586,936"
05/01/2022 02:00:00,05/01/2022 01:00:00,"7554,463"
05/01/2022 02:15:00,05/01/2022 01:15:00,"7515,814"
05/01/2022 02:30:00,05/01/2022 01:30:00,"7529,922"
05/01/2022 02:45:00,05/01/2022 01:45:00,"7359,044"
05/01/2022 03:00:00,05/01/2022 02:00:00,"7240,515"
05/01/2022 03:15:00,05/01/2022 02:15:00,"7421,838"
05/01/2022 03:30:00,05/01/2022 02:30:00,"7353,037"
05/01/2022 03:45:00,05/01/2022 02:45:00,"7287,274"
05/01/2022 04:00:00,05/01/2022 03:00:00,"7396,061"
05/01/2022 04:15:00,05/01/2022 03:15:00,"7417,953"
05/01/2022 04:30:00,05/01/2022 03:30:00,"7363,153"
05/01/2022 04:45:00,05/01/2022 03:45:00,"7374,205"
05/01/2022 05:00:00,05/01/2022 04:00:00,"7464,893"
05/01/2022 05:15:00,05/01/2022 04:15:00,"7535,500"
05/01/2022 05:30:00,05/01/2022 04:30:00,"7703,497"
05/01/2022 05:45:00,05/01/2022 04:45:00,"7782,255"
05/01/2022 06:00:00,05/01/2022 05:00:00,"7949,141"
05/01/2022 06:15:00,05/01/2022 05:15:00,"8180,073"
05/01/2022 06:30:00,05/01/2022 05:30:00,"8274,307"
05/01/2022 06:45:00,05/01/2022 05:45:00,"8385,552"
05/01/2022 07:00:00,05/01/2022 06:00:00,"8405,745"
05/01/2022 07:15:00,05/01/2022 06:15:00,"8483,495"
05/01/2022 07:30:00,05/01/2022 06:30:00,"8795,077"
05/01/2022 07:45:00,05/01/2022 06:45:00,"9055,691"
05/01/2022 08:00:00,05/01/2022 07:00:00,"9286,902"
05/01/2022 08:15:00,05/01/2022 07:15:00,"9311,920"
05/01/2022 08:30:00,05/01/2022 07:30:00,"9401,528"
05/01/2022 08:45:00,05/01/2022 07:45:00,"9399,863"
05/01/2022 09:00:00,05/01/2022 08:00:00,"9466,704"
05/01/2022 09:15:00,05/01/2022 08:15:00,"9503,176"
05/01/2022 09:30:00,05/01/2022 08:30:00,"9653,632"
